"","Tm","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Managers","yearID","Time"
"1429","CIN","2,453,232","30,287",28.4,27.9,100,99,1,2,13,"$44,879,666","Perez and Johnson",1993,"2:41"
"1430","CLE","2,177,908","26,888",27.2,27.3,100,100,1,2,11,"$18,561,000","Hargrove",1993,"2:56"
"1431","COL","4,483,350","55,350",27.7,27.1,116,118,0,1,9,"$10,353,500","Baylor",1993,"2:51"
"1432","DET","1,971,421","24,339",30.8,30.1,99,99,1,2,9,"$38,150,165","Anderson",1993,"3:07"
"1433","FLA","3,064,847","37,838",27.7,29.7,104,105,1,2,10,"$19,330,545","Lachemann",1993,"2:52"
"1434","HOU","2,084,618","25,736",27.1,28.3,95,95,2,1,13,"$30,210,500","Howe",1993,"2:48"
"1435","KCR","1,934,578","23,884",30.1,27.4,106,106,1,1,11,"$41,455,167","McRae",1993,"2:48"
"1436","LAD","3,170,393","39,141",28.8,29.1,94,94,2,1,14,"$39,440,999","Lasorda",1993,"2:57"
"1437","MIL","1,688,080","20,840",28.5,27.3,99,98,1,1,12,"$23,806,834","Garner",1993,"2:55"
"1438","MIN","2,048,673","25,292",29.7,27.5,100,100,2,2,6,"$28,217,933","Kelly",1993,"2:50"
"1439","MON","1,641,437","20,265",25.7,27.9,104,103,1,1,12,"$18,899,333","Alou",1993,"2:52"
"1440","NYM","1,873,183","23,126",29.4,29.2,98,99,1,1,14,"$39,043,667","Torborg and Green",1993,"2:44"
"1441","NYY","2,416,942","29,839",29.7,28.9,97,96,2,2,14,"$42,723,000","Showalter",1993,"2:58"
"1442","OAK","2,035,025","25,124",28,30.9,94,94,3,1,13,"$37,812,333","La Russa",1993,"3:02"
"1443","PHI","3,137,674","38,737",29.3,28.8,98,98,0,4,14,"$28,538,334","Fregosi",1993,"2:54"
"1444","PIT","1,650,593","20,378",28.1,27.6,99,99,0,2,10,"$24,822,467","Leyland",1993,"2:44"
"1445","SDP","1,375,432","16,981",26.9,26.7,101,102,2,2,10,"$25,511,333","Riggleman",1993,"2:47"
"1446","SEA","2,052,638","25,341",27.9,28.3,101,101,3,2,13,"$33,646,333","Piniella",1993,"2:52"
"1447","SFG","2,606,354","32,177",28,28.5,96,96,0,4,11,"$35,159,000","Baker",1993,"2:51"
"1448","STL","2,844,977","35,123",28,28.7,97,97,2,2,8,"$23,367,334","Torre",1993,"2:45"
"1449","TEX","2,244,616","27,711",27.6,30.3,96,96,2,2,13,"$36,376,959","Kennedy",1993,"2:58"
"1450","TOR","4,057,947","50,098",29.2,29.5,101,100,4,7,18,"$47,279,166","Gaston",1993,"2:55"
"1451","ATL","2,539,240","46,168",28.2,27.4,102,100,3,3,15,"$49,383,513","Cox",1994,"2:48"
"1452","BAL","2,535,359","46,097",30.2,29.1,105,104,4,3,13,"$38,849,769","Oates",1994,"3:11"
"1453","BOS","1,775,818","27,747",29.8,30.2,104,104,1,1,10,"$37,859,084","Hobson",1994,"3:06"
"1454","CAL","1,512,622","24,010",27.7,28.9,100,101,0,1,9,"$25,156,218","Rodgers and Lachemann",1994,"3:04"
"1455","CHC","1,845,208","31,275",28.2,28.3,99,99,1,1,10,"$36,287,333","Trebelhorn",1994,"2:54"
"1456","CHW","1,697,398","32,026",29.9,28.2,98,97,2,3,13,"$39,183,836","Lamont",1994,"3:05"
"1457","CIN","1,897,681","31,628",28.5,27.2,99,99,1,2,11,"$41,073,833","Johnson",1994,"2:53"
"1458","CLE","1,995,174","39,121",28.3,30.7,98,97,3,2,14,"$30,490,500","Hargrove",1994,"3:08"
"1459","COL","3,281,511","57,570",29.7,28,117,118,0,1,9,"$23,887,333","Baylor",1994,"2:54"
"1460","DET","1,184,783","20,427",30.8,31.2,100,101,1,2,11,"$41,446,501","Anderson",1994,"3:09"
"1461","FLA","1,937,467","32,838",27.6,29,102,103,0,1,8,"$21,633,000","Lachemann",1994,"2:50"
"1462","HOU","1,561,136","26,460",27.8,27.2,95,94,2,5,15,"$33,126,000","Collins",1994,"2:54"
"1463","KCR","1,400,494","23,737",30.1,28,103,104,0,1,11,"$40,541,334","McRae",1994,"2:52"
"1464","LAD","2,279,355","41,443",28.7,30,94,93,1,1,11,"$38,000,001","Lasorda",1994,"2:59"
"1465","MIL","1,268,399","22,650",27.9,28.3,104,104,0,1,10,"$24,350,500","Garner",1994,"3:03"
"1466","MIN","1,398,565","23,704",28.9,28.1,100,101,2,2,6,"$28,438,500","Kelly",1994,"2:57"
"1467","MON","1,276,250","24,543",26.2,26.2,101,100,2,5,11,"$19,098,000","Alou",1994,"2:58"
"1468","NYM","1,151,471","21,726",27.8,28.6,99,99,0,1,10,"$30,956,583","Green",1994,"2:52"
"1469","NYY","1,675,556","29,396",30.5,29.8,96,95,1,3,12,"$46,040,334","Showalter",1994,"3:06"
"1470","OAK","1,242,692","22,191",29.2,29.8,91,92,2,1,12,"$34,172,500","La Russa",1994,"3:01"
"1471","PHI","2,290,971","38,183",29.8,29.3,102,102,0,4,15,"$31,599,000","Fregosi",1994,"2:51"
"1472","PIT","1,222,520","20,041",29.1,27.2,101,102,0,1,7,"$24,217,250","Leyland",1994,"2:45"
"1473","SDP","953,857","16,734",27.2,26.8,97,98,2,1,7,"$14,916,333","Riggleman",1994,"2:51"
"1474","SEA","1,104,206","25,096",27.4,27.1,101,101,4,2,10,"$29,228,500","Piniella",1994,"2:57"
"1475","SFG","1,704,608","28,410",28.4,28.5,94,94,0,3,9,"$42,638,666","Baker",1994,"2:53"
"1476","STL","1,866,544","33,331",28.9,29.4,98,98,1,2,8,"$29,275,601","Torre",1994,"2:51"
"1477","TEX","2,503,198","39,733",27.4,29,99,100,1,2,14,"$32,973,597","Kennedy",1994,"3:12"
"1478","TOR","2,907,933","49,287",29.3,29,100,100,2,4,14,"$43,433,668","Gaston",1994,"2:58"
"1479","ATL","2,561,831","35,581",27.9,27.4,103,101,4,2,16,"$47,235,445","Cox",1995,"2:41"
"1480","BAL","3,098,475","43,034",30,29.3,102,101,3,1,17,"$43,942,521","Regan",1995,"3:03"
"1481","BOS","2,164,410","30,061",28.6,29.1,103,103,0,2,11,"$32,455,518","Kennedy",1995,"2:57"
"1482","CAL","1,748,680","24,287",28.8,30.7,99,99,1,4,11,"$31,223,171","Lachemann",1995,"3:05"
"1483","CHC","1,918,265","26,643",28.3,27.8,97,97,0,3,9,"$29,505,834","Riggleman",1995,"2:54"
"1484","CHW","1,609,773","22,358",29.5,27.6,96,95,2,1,17,"$46,961,282","Lamont and Bevington",1995,"3:00"
"1485","CIN","1,837,649","25,523",28.4,28.3,99,98,1,4,13,"$43,144,670","Johnson",1995,"2:48"
"1486","CLE","2,842,745","39,483",29,30.6,101,99,3,6,18,"$38,057,835","Hargrove",1995,"3:02"
"1487","COL","3,390,037","47,084",29.5,28.6,128,128,1,2,10,"$34,154,717","Baylor",1995,"2:52"
"1488","DET","1,180,979","16,402",28.8,27.8,100,102,1,1,11,"$37,044,168","Anderson",1995,"2:55"
"1489","FLA","1,700,466","23,950",28.1,28.3,100,100,1,1,8,"$24,515,781","Lachemann",1995,"2:50"
"1490","HOU","1,363,801","18,942",28.1,27.9,92,92,2,1,13,"$34,169,834","Collins",1995,"3:00"
"1491","KCR","1,233,530","17,132",29.1,28,101,101,0,1,13,"$29,532,834","Boone",1995,"2:52"
"1492","LAD","2,766,251","38,420",27.4,27.7,91,90,1,5,11,"$39,273,201","Lasorda",1995,"2:54"
"1493","MIL","1,087,560","15,105",27.9,27.3,105,105,0,1,10,"$17,798,825","Garner",1995,"2:57"
"1494","MIN","1,057,667","14,690",27.4,25.7,101,102,1,1,7,"$25,410,500","Kelly",1995,"2:54"
"1495","MON","1,309,618","18,189",26.2,27.6,103,103,1,1,12,"$12,473,000","Alou",1995,"2:49"
"1496","NYM","1,273,183","17,683",27.4,27.2,96,96,0,1,13,"$27,674,992","Green",1995,"2:49"
"1497","NYY","1,705,263","23,360",31.1,28.1,99,98,3,3,20,"$48,874,851","Showalter",1995,"3:01"
"1498","OAK","1,174,310","16,310",29.5,30.9,91,91,2,2,13,"$37,739,225","La Russa",1995,"3:01"
"1499","PHI","2,043,598","28,383",29.7,27.1,99,100,0,5,16,"$30,555,945","Fregosi",1995,"2:48"
"1500","PIT","905,517","12,577",28.3,26.4,101,102,0,1,6,"$18,355,345","Leyland",1995,"2:47"
"1501","SDP","1,041,805","14,470",28.8,26.6,97,97,2,1,9,"$26,382,334","Bochy",1995,"2:46"
"1502","SEA","1,643,203","22,510",28.8,28.8,101,101,3,4,12,"$36,481,311","Piniella",1995,"3:02"
"1503","SFG","1,241,500","17,243",28.8,28.6,95,96,0,2,8,"$36,462,777","Baker",1995,"2:51"
"1504","STL","1,756,727","24,399",28.7,30.2,98,99,1,2,11,"$37,101,000","Torre and Jorgensen",1995,"2:42"
"1505","TEX","1,985,910","27,582",29.1,30.6,103,103,1,2,10,"$34,581,451","Oates",1995,"2:59"
"1506","TOR","2,826,483","39,257",28.9,28.7,99,100,2,1,15,"$50,590,000","Gaston",1995,"3:00"
"1507","ATL","2,901,242","35,818",27.9,27.9,105,104,4,6,17,"$49,698,500","Cox",1996,"2:44"
"1508","BAL","3,646,950","44,475",31.2,28.9,100,99,4,3,14,"$54,599,315","Johnson",1996,"3:08"
"1509","BOS","2,315,231","28,583",28.4,28.7,101,101,0,1,14,"$42,393,500","Kennedy",1996,"3:05"
"1510","CAL","1,820,521","22,476",29.3,29.1,98,98,1,2,13,"$28,847,000","Lachemann, McNamara and Maddon",1996,"3:03"
"1511","CHC","2,219,110","27,396",29,28.3,102,102,1,1,8,"$33,081,000","Riggleman",1996,"2:53"
"1512","CHW","1,676,403","20,696",30.6,27.8,95,95,2,2,11,"$45,289,500","Bevington",1996,"3:00"
"1513","CIN","1,861,428","22,981",29.3,29.2,100,100,2,1,13,"$42,526,334","Knight",1996,"2:50"
"1514","CLE","3,318,174","41,477",29.7,30.3,99,97,2,5,21,"$48,216,360","Hargrove",1996,"3:06"
"1515","COL","3,891,014","48,037",30.1,28.8,123,123,1,3,7,"$40,324,823","Baylor",1996,"2:57"
"1516","DET","1,168,610","14,427",27,26.7,100,102,1,1,11,"$23,438,000","Bell",1996,"3:00"
"1517","FLA","1,746,767","21,565",27.9,28,97,96,1,3,13,"$31,132,000","Lachemann, Rojas and Boles",1996,"2:50"
"1518","HOU","1,975,888","24,394",28.2,28.5,92,91,2,2,12,"$28,487,000","Collins",1996,"2:54"
"1519","KCR","1,435,997","17,950",27.1,29,99,99,0,1,8,"$20,281,250","Boone",1996,"2:49"
"1520","LAD","3,188,454","39,364",27.9,28.2,93,92,1,2,8,"$35,355,000","Lasorda and Russell",1996,"2:56"
"1521","MIL","1,327,155","16,385",27.8,27.2,103,104,0,1,11,"$21,730,000","Garner",1996,"3:02"
"1522","MIN","1,437,352","17,529",28.6,25.8,101,102,1,1,9,"$23,117,000","Kelly",1996,"2:56"
"1523","MON","1,616,709","19,959",27.4,27.5,102,102,2,3,9,"$16,264,500","Alou",1996,"2:53"
"1524","NYM","1,588,323","19,609",27.2,27.4,95,95,0,2,11,"$24,479,500","Green and Valentine",1996,"2:47"
"1525","NYY","2,250,877","28,136",30.1,29.3,101,100,4,3,23,"$54,191,792","Torre",1996,"3:03"
"1526","OAK","1,148,380","14,178",28.2,27.1,101,102,0,1,6,"$21,243,000","Howe",1996,"2:59"
"1527","PHI","1,801,677","22,243",28.4,27.7,99,101,0,1,12,"$34,314,500","Fregosi",1996,"2:47"
"1528","PIT","1,332,150","16,652",28.8,27.9,103,104,0,1,9,"$23,017,500","Leyland",1996,"2:49"
"1529","SDP","2,187,886","27,011",30.9,28.7,94,94,3,2,11,"$28,348,172","Bochy",1996,"2:54"
"1530","SEA","2,723,850","33,628",28.7,27.8,99,99,3,5,12,"$41,328,501","Piniella",1996,"3:02"
"1531","SFG","1,413,922","17,243",28.9,28.4,95,96,0,2,7,"$37,144,725","Baker",1996,"2:53"
"1532","STL","2,654,718","32,774",30.7,30.9,99,99,2,1,14,"$40,269,667","La Russa",1996,"2:52"
"1533","TEX","2,889,020","35,667",29.4,30.5,105,105,1,2,13,"$39,041,528","Oates",1996,"3:01"
"1534","TOR","2,559,573","31,600",28.6,28.3,99,100,0,1,12,"$30,555,083","Gaston",1996,"2:49"
"1535","ANA","1,767,330","21,553",29.8,28.3,102,102,2,1,15,"$31,135,472","Collins",1997,"3:06"
"1536","ATL","3,464,488","42,771",27.9,28.5,102,99,4,7,14,"$52,278,500","Cox",1997,"2:48"
"1537","BAL","3,711,132","45,816",31.7,30.7,97,96,4,6,15,"$58,516,400","Johnson",1997,"3:08"
"1538","BOS","2,226,136","27,483",28,27.8,102,102,0,1,12,"$43,558,750","Williams",1997,"3:01"
"1539","CHC","2,190,308","27,041",29.4,28.2,102,102,1,1,9,"$42,155,333","Riggleman",1997,"2:52"
"1540","CHW","1,864,782","23,022",29.3,29.4,96,96,2,2,15,"$57,740,000","Bevington",1997,"3:01"
"1541","CIN","1,785,788","22,047",28.2,29.6,102,102,1,1,13,"$49,768,000","Knight and McKeon",1997,"2:46"
"1542","CLE","3,404,750","42,034",30.2,29.7,103,102,1,3,22,"$56,802,460","Hargrove",1997,"3:00"
"1543","COL","3,888,453","48,006",30.4,27.9,122,123,1,2,8,"$43,559,667","Baylor",1997,"2:55"
"1544","DET","1,365,157","16,854",26.4,27.5,99,100,0,1,7,"$17,272,000","Bell",1997,"2:58"
"1545","FLA","2,364,387","29,190",28.5,27.5,95,96,0,3,14,"$48,692,500","Leyland",1997,"2:56"
"1546","HOU","2,046,781","25,269",28.8,27,96,95,2,3,13,"$34,777,500","Dierker",1997,"2:55"
"1547","KCR","1,517,638","18,970",28.8,27.6,101,102,0,1,16,"$34,810,000","Boone and Muser",1997,"2:58"
"1548","LAD","3,319,504","40,982",29.3,28.8,93,92,2,1,9,"$45,380,304","Russell",1997,"2:56"
"1549","MIL","1,444,027","18,050",28,28.3,101,102,0,1,11,"$23,655,338","Garner",1997,"2:55"
"1550","MIN","1,411,064","17,421",29.2,28.1,100,101,1,1,14,"$34,072,500","Kelly",1997,"2:56"
"1551","MON","1,497,609","18,489",27.7,26.4,99,99,3,1,10,"$19,295,500","Alou",1997,"2:46"
"1552","NYM","1,766,174","21,805",27.3,29.4,97,97,0,2,11,"$39,800,400","Valentine",1997,"2:52"
"1553","NYY","2,580,325","32,254",30.6,29.6,100,98,4,5,20,"$62,241,545","Torre",1997,"3:11"
"1554","OAK","1,264,218","15,608",28.1,27.8,96,97,0,1,7,"$24,018,500","Howe",1997,"3:03"
"1555","PHI","1,490,638","18,403",27.8,27.9,100,101,0,1,9,"$36,656,500","Francona",1997,"2:51"
"1556","PIT","1,657,022","20,457",26.6,25.7,103,103,0,1,6,"$10,771,667","Lamont",1997,"2:47"
"1557","SDP","2,089,333","25,794",30.8,28.1,93,93,3,3,11,"$37,363,672","Bochy",1997,"2:58"
"1558","SEA","3,192,237","39,410",29.3,30.4,98,98,3,5,14,"$41,540,661","Piniella",1997,"3:00"
"1559","SFG","1,690,869","20,875",29.6,28.9,98,98,0,3,9,"$35,592,378","Baker",1997,"2:57"
"1560","STL","2,634,014","32,519",30,29.5,99,99,1,2,15,"$45,456,667","La Russa",1997,"2:51"
"1561","TEX","2,945,228","36,361",28.3,29.7,105,105,1,1,9,"$53,448,838","Oates",1997,"2:57"
"1562","TOR","2,589,297","31,967",29.6,28.8,99,99,0,2,17,"$47,079,833","Gaston and Queen",1997,"2:51"
"1563","ANA","2,519,280","31,102",28.7,29.8,102,102,0,2,16,"$41,791,000","Collins",1998,"2:58"
"1564","ARI","3,610,290","44,571",27.8,27.4,100,99,0,1,7,"$32,347,000","Showalter",1998,"2:43"
"1565","ATL","3,360,860","41,492",28.9,29.5,100,98,4,6,17,"$61,186,000","Cox",1998,"2:42"
"1566","BAL","3,684,650","45,490",33.2,30.5,98,97,4,3,19,"$72,525,634","Miller",1998,"3:02"
"1567","BOS","2,314,704","28,577",28.8,29.5,102,101,2,3,12,"$56,927,000","Williams",1998,"2:53"
"1568","CHC","2,623,194","31,990",30.1,28.8,103,103,0,1,13,"$50,838,000","Riggleman",1998,"2:55"
"1569","CHW","1,391,146","16,965",27.4,26.4,97,98,1,1,11,"$39,850,000","Manuel",1998,"2:53"
"1570","CIN","1,793,649","22,144",27.5,28,102,102,1,1,14,"$23,005,000","McKeon",1998,"2:46"
"1571","CLE","3,467,299","42,806",29.4,29.8,103,102,1,6,17,"$61,718,166","Hargrove",1998,"2:59"
"1572","COL","3,792,683","46,823",29.5,27.8,121,122,1,3,6,"$50,484,648","Baylor",1998,"2:46"
"1573","DET","1,409,391","17,400",27.3,26.6,100,101,0,1,7,"$24,265,000","Bell and Parrish",1998,"2:51"
"1574","FLA","1,730,384","21,363",25.5,24.5,94,95,1,1,12,"$41,864,667","Leyland",1998,"2:51"
"1575","HOU","2,458,451","30,351",29.7,27.8,98,97,3,2,10,"$42,374,000","Dierker",1998,"2:54"
"1576","KCR","1,494,875","18,686",28.8,28.8,101,102,0,1,12,"$38,097,500","Muser",1998,"2:50"
"1577","LAD","3,089,222","38,139",28.3,27.6,95,95,1,2,15,"$48,820,000","Russell and Hoffman",1998,"2:46"
"1578","MIL","1,811,593","22,365",28.3,28.1,100,101,0,1,11,"$34,139,904","Garner",1998,"2:51"
"1579","MIN","1,165,976","14,395",29.9,28.7,101,102,1,1,14,"$28,097,500","Kelly",1998,"2:58"
"1580","MON","914,909","11,295",25.9,25.7,98,99,1,1,8,"$10,641,500","Alou",1998,"2:42"
"1581","NYM","2,287,948","28,246",28.9,31.7,99,99,1,2,12,"$52,247,999","Valentine",1998,"2:56"
"1582","NYY","2,955,193","36,484",30.5,30.2,97,95,3,5,18,"$66,806,867","Torre",1998,"3:06"
"1583","OAK","1,232,343","15,214",28.8,31,96,97,1,1,8,"$21,473,000","Howe",1998,"2:56"
"1584","PHI","1,715,722","21,182",27,29.3,102,103,0,1,8,"$36,297,500","Francona",1998,"2:49"
"1585","PIT","1,560,950","19,271",26.7,26.5,102,103,0,1,7,"$15,065,000","Lamont",1998,"2:41"
"1586","SDP","2,555,874","31,554",31.1,29.8,92,92,2,5,11,"$46,861,500","Bochy",1998,"2:44"
"1587","SEA","2,651,511","32,735",29.8,31.3,99,98,3,2,11,"$54,802,036","Piniella",1998,"2:55"
"1588","SFG","1,925,364","23,770",30.7,31.8,95,95,0,2,11,"$42,738,334","Baker",1998,"2:56"
"1589","STL","3,195,691","38,972",30.5,28.9,100,100,0,1,13,"$54,672,521","La Russa",1998,"2:54"
"1590","TBD","2,506,293","30,942",29.1,27.9,101,102,1,1,6,"$27,280,000","Rothschild",1998,"2:56"
"1591","TEX","2,927,399","36,141",29.9,29.9,104,103,1,4,10,"$56,752,095","Oates",1998,"2:56"
"1592","TOR","2,454,303","30,300",28.9,30.3,99,99,1,1,20,"$51,376,000","Johnson",1998,"2:57"
"1593","ANA","2,253,123","27,816",28.6,31.5,99,99,0,1,11,"$55,633,166","Collins and Maddon",1999,"2:52"
"1594","ARI","3,019,654","37,280",30,30.6,101,100,1,4,14,"$68,703,999","Showalter",1999,"2:54"
"1595","ATL","3,284,897","40,554",29.6,28.6,99,98,4,2,18,"$73,341,000","Cox",1999,"2:49"
"1596","BAL","3,433,150","42,385",32.5,30.1,95,95,3,4,16,"$80,805,863","Miller",1999,"2:58"
"1597","BOS","2,446,162","30,200",28.9,30.1,104,103,1,3,11,"$64,097,500","Williams",1999,"2:54"
"1598","CHC","2,813,854","34,739",31.2,28.8,97,98,0,1,14,"$62,343,000","Riggleman",1999,"2:53"
"1599","CHW","1,338,851","16,529",25.8,26.4,101,101,1,1,7,"$25,820,000","Manuel",1999,"2:55"
"1600","CIN","2,061,222","25,137",28.3,28,103,102,1,3,16,"$33,962,761","McKeon",1999,"2:54"
"1601","CLE","3,468,456","42,820",29,30.6,103,102,3,6,16,"$73,679,962","Hargrove",1999,"3:09"
"1602","COL","3,481,065","42,976",29.7,28.9,126,127,1,1,5,"$61,935,837","Leyland",1999,"2:53"
"1603","DET","2,026,441","25,018",27.5,27.6,99,100,0,1,9,"$36,689,666","Parrish",1999,"2:54"
"1604","FLA","1,369,421","17,118",25.2,26,93,94,0,1,9,"$21,085,000","Boles",1999,"2:52"
"1605","HOU","2,706,017","33,000",29.8,27.4,99,98,2,4,9,"$55,114,000","Dierker and Galante",1999,"2:55"
"1606","KCR","1,506,068","18,826",26.9,26.9,101,102,0,1,8,"$26,660,000","Muser",1999,"3:00"
"1607","LAD","3,095,346","38,214",29.2,28.6,94,94,0,1,13,"$81,062,453","Johnson",1999,"2:58"
"1608","MIL","1,701,796","21,272",28.1,28.2,98,99,0,2,11,"$43,377,395","Garner and Lefebvre",1999,"3:04"
"1609","MIN","1,202,829","14,850",26.8,26.3,103,104,0,1,13,"$22,107,500","Kelly",1999,"2:57"
"1610","MON","773,277","9,547",25.9,25.5,97,98,1,1,7,"$17,903,000","Alou",1999,"2:48"
"1611","NYM","2,725,668","33,650",30.1,32.7,97,97,2,1,16,"$68,852,092","Valentine",1999,"3:02"
"1612","NYY","3,292,736","40,651",31,31.2,98,96,2,4,17,"$86,934,359","Torre",1999,"3:11"
"1613","OAK","1,434,610","17,711",28.7,31.4,94,94,1,1,11,"$24,831,833","Howe",1999,"3:04"
"1614","PHI","1,825,337","22,535",28.2,28.3,104,105,0,3,8,"$31,897,500","Francona",1999,"2:55"
"1615","PIT","1,638,023","20,223",28.3,26.8,100,101,0,1,6,"$25,047,666","Lamont",1999,"2:49"
"1616","SDP","2,523,538","31,155",29.7,28.8,92,92,2,3,11,"$49,768,179","Bochy",1999,"2:48"
"1617","SEA","2,916,346","36,004",29.3,28.2,102,102,2,1,12,"$54,125,003","Piniella",1999,"3:03"
"1618","SFG","2,078,399","25,659",30.3,28.6,94,94,0,2,9,"$46,798,057","Baker",1999,"3:05"
"1619","STL","3,225,334","40,317",28.7,28.6,101,101,0,2,11,"$49,988,195","La Russa",1999,"3:01"
"1620","TBD","1,562,827","19,294",30.2,29.6,100,101,1,2,9,"$38,870,000","Rothschild",1999,"3:00"
"1621","TEX","2,771,469","34,216",30.8,30.1,104,104,1,4,12,"$76,709,931","Oates",1999,"2:56"
"1622","TOR","2,163,464","26,709",28.3,27.9,100,100,1,2,14,"$45,444,333","Fregosi",1999,"2:58"
"1623","ANA","2,066,982","25,518",27.6,28.9,102,102,0,2,12,"$52,664,167","Scioscia",2000,"3:05"
"1624","ARI","2,942,251","36,324",30.8,31.6,104,103,1,2,13,"$81,027,833","Showalter",2000,"2:54"
"1625","ATL","3,234,304","39,930",30.8,31.4,100,99,3,5,19,"$84,737,836","Cox",2000,"2:54"
"1626","BAL","3,297,031","40,704",32.2,29.1,95,96,3,2,12,"$82,347,435","Hargrove",2000,"3:01"
"1627","BOS","2,585,895","31,925",29.3,30.2,103,103,1,4,15,"$79,975,333","Williams",2000,"3:02"
"1628","CHC","2,789,511","34,438",30.8,28.4,97,98,0,2,10,"$60,539,333","Baylor",2000,"3:00"
"1629","CHW","1,947,799","24,047",27.6,26.5,102,102,2,3,13,"$31,743,500","Manuel",2000,"3:03"
"1630","CIN","2,577,371","31,431",29.2,28.5,102,102,2,3,13,"$46,867,200","McKeon",2000,"3:00"
"1631","CLE","3,456,278","42,670",30.1,30.2,101,100,2,4,15,"$76,972,271","Manuel",2000,"3:12"
"1632","COL","3,295,129","40,681",29.2,29.9,125,125,1,3,5,"$61,111,190","Bell",2000,"3:01"
"1633","DET","2,438,617","30,106",29.1,29.1,94,95,0,1,9,"$59,645,167","Garner",2000,"3:01"
"1634","FLA","1,218,326","15,041",26.1,26.7,94,95,0,1,12,"$20,347,000","Boles",2000,"2:59"
"1635","HOU","3,056,139","37,730",29.1,28,107,107,2,1,10,"$51,289,111","Dierker",2000,"3:02"
"1636","KCR","1,564,847","19,319",27.6,25.8,103,103,0,2,6,"$24,903,000","Muser",2000,"3:01"
"1637","LAD","2,880,242","35,559",29.6,29.5,94,93,0,2,14,"$88,124,286","Johnson",2000,"3:03"
"1638","MIL","1,573,621","19,427",28.8,27.4,97,98,0,1,9,"$37,305,333","Lopes",2000,"3:04"
"1639","MIN","1,000,760","12,355",26.5,26.6,104,105,0,1,12,"$17,529,500","Kelly",2000,"2:59"
"1640","MON","926,272","11,435",26.2,26.1,103,104,1,2,7,"$32,994,333","Alou",2000,"2:51"
"1641","NYM","2,820,530","34,821",30.4,31,96,96,2,3,12,"$79,509,776","Valentine",2000,"3:04"
"1642","NYY","3,055,435","38,193",31.4,32,99,98,2,4,23,"$93,113,260","Torre",2000,"3:09"
"1643","OAK","1,603,744","19,799",27.3,29.5,96,95,0,3,12,"$33,172,333","Howe",2000,"3:08"
"1644","PHI","1,612,769","19,911",28.5,28.7,100,101,0,1,13,"$47,513,000","Francona",2000,"2:59"
"1645","PIT","1,748,908","21,591",28.3,27.1,99,100,0,2,7,"$31,328,334","Lamont",2000,"2:57"
"1646","SDP","2,352,443","29,043",28.6,27.5,92,92,2,1,9,"$55,021,000","Bochy",2000,"2:57"
"1647","SEA","2,914,624","35,983",31.4,29.3,94,93,2,3,16,"$60,495,000","Piniella",2000,"3:08"
"1648","SFG","3,318,800","40,973",29.9,28.5,93,92,0,2,10,"$53,737,826","Baker",2000,"3:01"
"1649","STL","3,336,493","41,191",29.7,29.3,101,101,0,4,16,"$61,653,863","La Russa",2000,"3:01"
"1650","TBD","1,449,673","18,121",30.1,29.3,98,100,0,1,10,"$63,265,129","Rothschild",2000,"2:58"
"1651","TEX","2,588,401","31,956",29.5,28.7,101,102,1,1,11,"$70,795,921","Oates",2000,"3:06"
"1652","TOR","1,705,712","21,058",28.1,28.9,103,103,1,3,12,"$46,038,332","Fregosi",2000,"3:00"
"1653","ANA","2,000,919","24,703",27.9,28.9,101,100,0,2,7,"$47,735,167","Scioscia",2001,"2:57"
"1654","ARI","2,736,451","33,783",31.9,30.9,108,107,1,3,14,"$85,082,999","Brenly",2001,"2:58"
"1655","ATL","2,823,530","34,858",30.3,31.1,103,102,4,2,17,"$91,936,166","Cox",2001,"2:53"
"1656","BAL","3,094,841","38,686",30.2,27.6,95,96,2,1,10,"$74,279,540","Hargrove",2001,"2:59"
"1657","BOS","2,625,333","32,412",30,30.9,101,100,1,1,16,"$110,035,833","Williams and Kerrigan",2001,"3:04"
"1658","CHC","2,779,465","34,314",30.7,29.8,95,95,0,2,13,"$64,715,833","Baylor",2001,"2:56"
"1659","CHW","1,766,172","21,805",28.5,26.2,104,103,2,1,16,"$65,653,667","Manuel",2001,"2:57"
"1660","CIN","1,879,757","23,207",28,27.4,105,105,2,1,11,"$48,986,000","Boone",2001,"2:58"
"1661","CLE","3,175,523","39,694",31.1,29.1,100,100,2,2,17,"$93,360,001","Manuel",2001,"3:06"
"1662","COL","3,166,821","39,097",28.3,28.7,122,122,1,3,7,"$71,541,334","Bell",2001,"3:02"
"1663","DET","1,921,305","23,720",28.3,28.1,93,95,0,1,8,"$53,416,167","Garner",2001,"2:52"
"1664","FLA","1,261,226","15,765",27.3,26.5,96,97,0,2,14,"$35,762,500","Boles and Perez",2001,"2:53"
"1665","HOU","2,904,277","35,855",30.3,28.4,106,106,2,3,12,"$60,612,667","Dierker",2001,"2:58"
"1666","KCR","1,536,371","18,968",28.2,27.3,106,107,0,1,8,"$35,422,500","Muser",2001,"2:53"
"1667","LAD","3,017,143","37,249",30.2,30.5,92,91,0,2,15,"$109,105,953","Tracy",2001,"3:00"
